periode;code_entite;code_projet;code_business_line;ca_eur;opex_eur;capex_eur;ebitda_eur;commentaire_source
2024-02;ENT_FR_001;PRJ_004;BL_DEV;2423451.7625278933;187366.11340651388;993399.432731328;2236085.6491213795;Source données test
2023-01;ENT_MA_001;PRJ_007;BL_CONST;3117665.4804558605;1206251.0487566614;109701.93934864814;1911414.4316991991;Source données test
2024-06;ENT_DE_001;PRJ_001;BL_SUP;3327598.7949328306;367161.5205714704;159726.1198528511;2960437.2743613604;Source données test
2023-11;ENT_ES_001;PRJ_001;BL_DEV;3292275.382103161;447942.8799389382;562443.0320958449;2844332.5021642228;Source données test
2024-08;ENT_MA_001;PRJ_009;BL_SUP;969453.7645206418;449081.0404277311;1617532.7837491827;520372.72409291065;Anomalie: valeur_manquante
2024-05;ENT_FR_001;PRJ_007;BL_SUP;1769937.3472397877;991891.4248014851;1719657.2486491634;778045.9224383022;Source données test
2023-12;ENT_FR_001;PRJ_003;BL_DEV;1950871.5422638447;648726.1837397802;1003191.157552494;1302145.3585240643;Source données test
2023-12;ENT_ES_001;PRJ_003;BL_DEV;362077.9540621076;210312.9716008992;1697343.4253092678;151764.9824612084;Source données test
2024-01;ENT_IT_001;PRJ_003;BL_CONST;3196002.3396320166;887517.4863652105;600557.3279621678;2308484.8532668063;Source données test
2023-09;ENT_DE_001;PRJ_003;BL_EXP;2228814.0379925296;376562.12549649103;822300.1318272059;1852251.9124960385;Source données test
2024-07;ENT_IT_001;PRJ_008;BL_DEV;4131672.724195797;1857692.819565545;1368458.06565188;2273979.904630251;Source données test
2024-04;ENT_FR_001;PRJ_008;BL_DEV;1195619.608745318;692827.5264723626;44065.85988583636;502792.0822729553;Anomalie: valeur_manquante
2024-08;ENT_MA_001;PRJ_005;BL_SUP;2813885.993566472;1638038.970323274;1055733.731456895;1175847.0232431977;Source données test
2024-01;ENT_FR_001;PRJ_005;BL_CONST;2963140.128423191;1607096.5772369644;109983.83307608658;1356043.5511862268;Source données test
2024-03;ENT_IT_001;PRJ_008;BL_SUP;1744734.3175051196;219143.81559576;1300759.7561040733;1525590.5019093596;Source données test
2024-05;ENT_IT_001;PRJ_005;BL_DEV;1373754.3279858872;400922.9026292156;83985.58319710792;972831.4253566716;Source données test
2023-09;ENT_DE_001;PRJ_005;BL_EXP;2115150.0712683084;997967.2013298156;971132.7620953822;1117182.8699384928;Anomalie: valeur_manquante
2024-09;ENT_ES_001;PRJ_001;BL_DEV;411207.9649910066;57243.77377285896;285027.1952252537;353964.19121814764;Source données test
2023-01;ENT_FR_001;PRJ_008;BL_SUP;329792.69217697764;89730.10859533268;63925.78921999723;240062.58358164493;Source données test
2024-04;ENT_MA_001;PRJ_005;BL_CONST;3549990.863686196;492964.28851408913;290015.5216618041;3057026.5751721063;Source données test
2023-05;ENT_DE_001;PRJ_002;BL_CONST;2021995.8209886884;558869.732370413;1810234.2150976215;1463126.0886182752;Source données test
2023-05;ENT_FR_001;PRJ_008;BL_EXP;2043059.633374224;781471.8004053301;1727480.1433185556;1261587.8329688937;Anomalie: valeur_manquante
2024-11;ENT_FR_001;PRJ_010;BL_DEV;1365397.502664896;403184.9011592152;1960464.4990652448;962212.6015056808;Source données test
2023-12;ENT_ES_001;PRJ_003;BL_EXP;731510.6373621812;99797.84401265655;320767.33315434284;631712.7933495246;Source données test
2023-07;ENT_IT_001;PRJ_008;BL_SUP;1793769.6882869296;970339.6994025622;958444.0477204872;823429.9888843674;Source données test
2024-05;ENT_MA_001;PRJ_010;BL_EXP;300256.2197057464;71987.52889467175;571608.8712832781;228268.69081107463;Source données test
2024-08;ENT_FR_001;PRJ_005;BL_DEV;1844358.272932732;994843.3408280222;274921.8286332949;849514.9321047098;Source données test
2024-04;ENT_DE_001;PRJ_004;BL_DEV;514133.3376353415;204384.4402430808;1972788.851816294;309748.89739226067;Source données test
2024-11;ENT_DE_001;PRJ_007;BL_CONST;2366420.109052425;1073924.6084525138;92632.74172338384;1292495.500599911;Source données test
2023-06;ENT_ES_001;PRJ_007;BL_CONST;3773119.5368420784;117461.4372485762;1737085.662527952;3655658.099593502;Source données test
2024-06;ENT_FR_001;PRJ_007;BL_DEV;993191.0045321943;357876.7791570259;1684605.7720383035;635314.2253751685;Source données test
2023-11;ENT_FR_001;PRJ_001;BL_DEV;3008603.0224148384;1241934.457986998;1582559.0524425297;1766668.5644278403;Source données test
2024-02;ENT_IT_001;PRJ_006;BL_CONST;2832937.103157143;1017644.025367082;1137627.9141948298;1815293.077790061;Source données test
2023-05;ENT_IT_001;PRJ_010;BL_SUP;2896813.6928776684;651122.6866469798;1973300.1926101;2245691.0062306887;Source données test
2023-01;ENT_MA_001;PRJ_006;BL_DEV;849009.7820032269;162994.42399541868;338149.1190539202;686015.3580078082;Source données test
2024-11;ENT_FR_001;PRJ_007;BL_EXP;2670105.808894248;686961.9296686345;1965109.6614790407;1983143.879225613;Source données test
2023-01;ENT_IT_001;PRJ_004;BL_EXP;4103653.147651472;672111.1074424613;358357.42303233035;3431542.0402090102;Source données test
2023-01;ENT_ES_001;PRJ_008;BL_CONST;1471897.5589353924;691094.2153303513;390346.6221438963;780803.3436050412;Source données test
2024-06;ENT_IT_001;PRJ_001;BL_SUP;1287807.6888338933;132990.80627928977;1229027.6840344323;1154816.8825546035;Source données test
2023-05;ENT_ES_001;PRJ_004;BL_DEV;2709688.219502771;131664.1994912976;686476.4708239627;2578024.020011473;Source données test
2024-10;ENT_DE_001;PRJ_002;BL_DEV;3454400.5846111835;227725.58734505565;294873.05141520035;3226674.997266128;Source données test
2024-09;ENT_IT_001;PRJ_008;BL_EXP;3996809.828113462;523438.266627415;344038.7668740949;3473371.5614860468;Source données test
2024-10;ENT_DE_001;PRJ_005;BL_SUP;1222224.415531502;420947.74330102105;874425.7234101563;801276.672230481;Source données test
2024-06;ENT_DE_001;PRJ_004;BL_EXP;4405282.665329848;1334717.486715146;1488092.60405531;3070565.1786147016;Source données test
2023-05;ENT_FR_001;PRJ_001;BL_DEV;1317596.785090882;600935.4313957902;86394.22077684317;716661.3536950919;Source données test
2023-09;ENT_MA_001;PRJ_010;BL_DEV;604288.5506463106;217689.65542821004;770066.6998026931;386598.8952181005;Source données test
2024-07;ENT_MA_001;PRJ_008;BL_DEV;2483151.6617784784;638850.877689378;1548326.3215845253;1844300.7840891003;Source données test
2024-06;ENT_ES_001;PRJ_004;BL_SUP;3609277.4661914655;1317286.444487809;1657061.679061975;2291991.0217036568;Anomalie: valeur_manquante
2023-10;ENT_IT_001;PRJ_004;BL_SUP;3513589.036996772;1948645.2583456468;1420332.4959405293;1564943.7786511253;Source données test
2024-09;ENT_FR_001;PRJ_001;BL_EXP;1626076.8938236418;260487.87787511665;1223630.8997126322;1365589.0159485252;Source données test
2024-08;ENT_FR_001;PRJ_010;BL_SUP;3960170.454701013;1454318.027108215;246249.2541102617;2505852.427592798;Source données test
2023-10;ENT_DE_001;PRJ_007;BL_CONST;2456101.1926364605;1357567.9109366408;1182395.083790403;1098533.2816998195;Source données test
2024-06;ENT_FR_001;PRJ_007;BL_SUP;2152734.7025722847;1185910.016187781;737539.9202509336;966824.6863845036;Source données test
2024-09;ENT_DE_001;PRJ_002;BL_DEV;2624351.0437933817;1537320.6562612285;928798.1962736858;1087030.3875321534;Source données test
2024-09;ENT_IT_001;PRJ_008;BL_DEV;1568019.9676557374;326095.527148385;806689.8686060437;1241924.4405073524;Source données test
2024-11;ENT_ES_001;PRJ_001;BL_DEV;1950857.1424568293;987382.8240190302;1183158.1363834671;963474.3184377992;Source données test
2024-06;ENT_DE_001;PRJ_002;BL_CONST;2259737.4599973178;573333.4277021295;1128087.855990271;1686404.0322951884;Source données test
2023-01;ENT_MA_001;PRJ_007;BL_EXP;3790906.481662509;655747.4268807287;1796912.211441391;3135159.0547817806;Source données test
2023-01;ENT_IT_001;PRJ_002;BL_EXP;3328727.315359741;102762.3026047028;459504.8806272399;3225965.0127550387;Source données test
2023-06;ENT_DE_001;PRJ_007;BL_DEV;1118642.650215534;66481.42272079014;379242.16147779865;1052161.227494744;Source données test
2024-05;ENT_DE_001;PRJ_001;BL_EXP;3161330.22811193;670276.4392216065;1653712.5162168664;2491053.788890324;Source données test
2024-04;ENT_DE_001;PRJ_003;BL_DEV;1416519.0609862355;483259.4027566137;1274286.8752557717;933259.658229622;Source données test
2024-09;ENT_ES_001;PRJ_004;BL_CONST;2675881.8932831604;317052.1311795404;559168.5065083505;2358829.76210362;Source données test
2024-05;ENT_MA_001;PRJ_010;BL_SUP;2540644.6922039283;149042.5239497295;822391.2142948237;2391602.1682541985;Source données test
2023-11;ENT_MA_001;PRJ_010;BL_CONST;770739.5873371556;421207.0658758482;1750302.3535737805;349532.5214613074;Source données test
2023-11;ENT_MA_001;PRJ_009;BL_DEV;959319.265254903;530607.200366775;849165.6392863048;428712.064888128;Source données test
2024-01;ENT_DE_001;PRJ_006;BL_EXP;1003417.5113269198;99870.56486929242;1546552.1325602476;903546.9464576272;Source données test
2023-10;ENT_ES_001;PRJ_004;BL_DEV;3635511.0194973378;1350959.5026056217;1899627.458174376;2284551.516891716;Source données test
2023-10;ENT_DE_001;PRJ_009;BL_EXP;472073.7108111482;68138.31752716756;24631.993439040954;403935.3932839807;Anomalie: valeur_manquante
2023-11;ENT_ES_001;PRJ_005;BL_SUP;4056408.23390213;2343494.322552279;1584226.846407875;1712913.9113498507;Source données test
2024-04;ENT_IT_001;PRJ_008;BL_EXP;3687901.9434068496;1794382.9974117472;1324391.0660872203;1893518.9459951024;Source données test
2023-05;ENT_FR_001;PRJ_002;BL_DEV;3268658.1036741007;1374792.902743965;122159.6971842458;1893865.200930136;Source données test
2023-09;ENT_FR_001;PRJ_007;BL_CONST;2882931.6297078845;1587799.686966992;87213.0375998817;1295131.9427408923;Source données test
2023-08;ENT_ES_001;PRJ_008;BL_CONST;2166637.0326795112;1044163.1559589856;1495227.8052780365;1122473.8767205258;Source données test
2023-03;ENT_DE_001;PRJ_010;BL_EXP;281337.4101059139;120838.32007768264;475417.497829652;160499.0900282313;Source données test
2023-01;ENT_ES_001;PRJ_005;BL_EXP;1765387.322463524;781458.1035433776;149405.5547819059;983929.2189201463;Source données test
2023-03;ENT_DE_001;PRJ_002;BL_CONST;101163.86552183444;51984.24841058162;780248.502041057;49179.61711125282;Anomalie: valeur_manquante
2024-01;ENT_IT_001;PRJ_001;BL_DEV;284224.18871067825;107830.20868776843;1169899.2703101088;176393.98002290982;Source données test
2023-09;ENT_FR_001;PRJ_007;BL_SUP;3714153.277785569;570174.0938809584;238738.74400016145;3143979.18390461;Source données test
2024-05;ENT_IT_001;PRJ_002;BL_CONST;2986631.8189073848;532990.9575518926;1822471.422073918;2453640.861355492;Source données test
2024-02;ENT_FR_001;PRJ_009;BL_SUP;709744.0307545961;409465.41447970574;1600018.8578438992;300278.6162748904;Source données test
2023-05;ENT_MA_001;PRJ_005;BL_CONST;4848602.887689975;2576886.7821118124;1856949.5207265215;2271716.1055781627;Anomalie: valeur_manquante
2023-09;ENT_ES_001;PRJ_002;BL_CONST;3510501.028463582;366456.247172445;1635349.5874814233;3144044.781291137;Source données test
2024-11;ENT_MA_001;PRJ_009;BL_DEV;4485115.062016415;2321654.302915259;925715.5535919404;2163460.7591011566;Source données test
2023-08;ENT_ES_001;PRJ_009;BL_CONST;4324425.324600708;2109939.284790729;1317379.121665263;2214486.0398099786;Source données test
2023-01;ENT_IT_001;PRJ_006;BL_SUP;3509000.034963776;150269.7747944349;1074552.988413509;3358730.260169341;Anomalie: valeur_manquante
2023-01;ENT_ES_001;PRJ_001;BL_CONST;2654175.529684033;1389142.656964081;505665.3538655624;1265032.872719952;Source données test
2024-03;ENT_FR_001;PRJ_009;BL_DEV;3432689.781625472;1293170.0051671488;1510378.9463241296;2139519.776458323;Source données test
2023-10;ENT_MA_001;PRJ_010;BL_DEV;243311.6868693398;129267.6824466834;275162.3375974215;114044.0044226564;Source données test
2023-06;ENT_DE_001;PRJ_004;BL_CONST;4177457.471992936;1296581.5390286744;32644.025999330486;2880875.932964261;Source données test
2024-01;ENT_ES_001;PRJ_001;BL_DEV;3195886.282381675;535191.4414487423;1275331.2921372305;2660694.8409329327;Source données test
2023-03;ENT_ES_001;PRJ_007;BL_CONST;2217979.8410733105;1126017.4591422824;796459.3986614892;1091962.381931028;Source données test
2023-05;ENT_MA_001;PRJ_006;BL_SUP;951392.0290070772;451487.9672089029;1895649.818747549;499904.0617981744;Source données test
2023-11;ENT_IT_001;PRJ_003;BL_SUP;3815489.6600522106;105057.32948973472;63804.63202741456;3710432.330562476;Source données test
2024-02;ENT_ES_001;PRJ_010;BL_EXP;2284923.261246067;411448.2274964326;1994306.510312268;1873475.0337496344;Source données test
2023-12;ENT_FR_001;PRJ_007;BL_EXP;3994566.788874654;1677891.8773945558;457123.8333217456;2316674.911480098;Source données test
2024-01;ENT_IT_001;PRJ_006;BL_EXP;1438971.6822912258;823416.2657680198;319094.6257261825;615555.4165232059;Source données test
2024-08;ENT_MA_001;PRJ_004;BL_CONST;3824460.984346676;1042817.677971322;637664.9411803583;2781643.306375354;Source données test
2023-05;ENT_DE_001;PRJ_003;BL_SUP;4353801.786103602;1881836.335886457;1134245.5669598975;2471965.450217145;Source données test
2023-07;ENT_IT_001;PRJ_009;BL_DEV;546706.0029903392;92720.56121418372;918313.3965184595;453985.4417761555;Source données test
2023-06;ENT_ES_001;PRJ_005;BL_SUP;4612154.4542968655;1725619.381190194;1597143.836132829;2886535.073106672;Source données test
2024-01;ENT_FR_001;PRJ_004;BL_SUP;2836222.09565767;422532.1541518336;338434.42877481633;2413689.9415058363;Source données test
2024-08;ENT_MA_001;PRJ_002;BL_SUP;2222909.0699611125;1313656.6325567956;316169.67248178023;909252.4374043169;Source données test
2023-06;ENT_DE_001;PRJ_006;BL_EXP;1084209.5403252414;466280.7933202268;1646452.6414595356;617928.7470050146;Source données test
2023-11;ENT_FR_001;PRJ_008;BL_EXP;708677.8369674908;386268.23940436;1197657.7420063335;322409.59756313084;Source données test
2024-07;ENT_IT_001;PRJ_006;BL_CONST;3940779.511752424;1163036.388085991;100693.13006309608;2777743.1236664327;Source données test
2024-01;ENT_ES_001;PRJ_002;BL_CONST;3007065.376719876;1190771.5693197087;968972.2785810488;1816293.807400167;Source données test
2024-06;ENT_IT_001;PRJ_008;BL_DEV;3969522.684998148;1585917.885806193;1006427.5185772151;2383604.7991919545;Source données test
2024-05;ENT_ES_001;PRJ_006;BL_DEV;4982036.188678036;2915133.2280673627;1307644.858966935;2066902.9606106728;Source données test
2023-03;ENT_MA_001;PRJ_006;BL_EXP;1097533.5736769892;561432.2194660819;364902.8064249422;536101.3542109072;Anomalie: valeur_manquante
2024-11;ENT_IT_001;PRJ_005;BL_SUP;3703216.463462188;1717442.4506059226;1019592.8661481752;1985774.0128562653;Source données test
2023-05;ENT_DE_001;PRJ_003;BL_EXP;1490887.1901823606;353314.6501988021;780017.3606982366;1137572.5399835585;Source données test
2024-08;ENT_FR_001;PRJ_003;BL_CONST;3607542.326942234;1972172.3508876923;375772.5555630791;1635369.9760545415;Source données test
2024-11;ENT_FR_001;PRJ_004;BL_CONST;566781.3889776688;239160.62905529828;638053.1522589652;327620.75992237055;Source données test
2023-03;ENT_MA_001;PRJ_005;BL_EXP;2983221.9033689667;1091722.296567706;805386.3571602528;1891499.6068012607;Source données test
2024-07;ENT_DE_001;PRJ_002;BL_DEV;2702730.6872050567;1522005.4832111693;97900.2105236491;1180725.2039938874;Source données test
2023-05;ENT_MA_001;PRJ_005;BL_EXP;1649164.9143860776;526546.569472119;102314.26091977637;1122618.3449139586;Source données test
2024-02;ENT_ES_001;PRJ_002;BL_EXP;3367634.861975911;325194.0976838075;79347.70794790235;3042440.764292104;Source données test
2024-03;ENT_DE_001;PRJ_010;BL_SUP;3399818.923292095;1980019.5946653085;205923.4172630484;1419799.3286267866;Source données test
2023-05;ENT_MA_001;PRJ_006;BL_EXP;3493867.1659082063;1765052.3305659017;1890336.154558566;1728814.8353423048;Source données test
2023-01;ENT_FR_001;PRJ_003;BL_EXP;3328538.80414002;816902.5543909395;1309441.2945421543;2511636.2497490807;Source données test
2024-05;ENT_MA_001;PRJ_009;BL_EXP;2234358.242583372;1105509.0623776712;258013.9296338047;1128849.1802057005;Source données test
2024-08;ENT_FR_001;PRJ_010;BL_EXP;2860850.744007448;683973.4111220557;1106029.448869924;2176877.3328853925;Source données test
2024-06;ENT_IT_001;PRJ_005;BL_DEV;1822951.1674742089;155860.0891541596;982026.0831889248;1667091.078320049;Source données test
2024-07;ENT_ES_001;PRJ_003;BL_SUP;1625407.725864418;614708.0588842297;1437978.3349619233;1010699.666980188;Source données test
2023-04;ENT_DE_001;PRJ_009;BL_CONST;987631.8127199336;419560.3037741591;379247.92843734135;568071.5089457745;Source données test
2024-03;ENT_FR_001;PRJ_010;BL_EXP;3924575.024694923;683357.8404711772;1648776.350657083;3241217.184223745;Source données test
2023-09;ENT_FR_001;PRJ_002;BL_EXP;3156910.690915208;883125.7449524419;1181484.7570874388;2273784.945962766;Source données test
2023-03;ENT_IT_001;PRJ_002;BL_DEV;1162025.0204448006;111947.89722510047;66804.40037174607;1050077.1232197;Source données test
2023-06;ENT_ES_001;PRJ_010;BL_DEV;2015439.379937022;739154.7930656037;1003598.3805411552;1276284.5868714182;Anomalie: valeur_manquante
2024-08;ENT_DE_001;PRJ_003;BL_CONST;2198178.1131355125;960564.7332199408;1391023.579622252;1237613.3799155718;Anomalie: valeur_manquante
2024-06;ENT_IT_001;PRJ_010;BL_CONST;2934095.893331405;518940.17819168593;177250.35059819347;2415155.7151397187;Source données test
2023-01;ENT_IT_001;PRJ_003;BL_DEV;1684520.6543660518;267751.6144860471;722892.6855472359;1416769.0398800047;Source données test
2024-09;ENT_IT_001;PRJ_010;BL_EXP;1032591.8278134322;79809.87345912907;769383.3185020208;952781.9543543032;Source données test
2024-02;ENT_FR_001;PRJ_007;BL_SUP;2106441.479725499;563087.4732218678;1647176.758924152;1543354.0065036314;Source données test
2024-03;ENT_IT_001;PRJ_008;BL_SUP;2426944.063180472;587895.6168970226;257261.42399493977;1839048.4462834487;Anomalie: valeur_manquante
2023-01;ENT_MA_001;PRJ_006;BL_SUP;3572849.0189405847;125709.32902321062;620194.1447717507;3447139.689917374;Source données test
2023-01;ENT_FR_001;PRJ_005;BL_CONST;4691093.332852208;1581072.6874390463;624938.1351028866;3110020.6454131617;Source données test
2023-09;ENT_IT_001;PRJ_001;BL_CONST;2744689.83192372;1052719.3722419783;1355121.536689916;1691970.4596817417;Source données test
2024-01;ENT_ES_001;PRJ_007;BL_SUP;4111801.519963924;829576.2188315477;65329.77345271809;3282225.3011323763;Source données test
2024-01;ENT_FR_001;PRJ_006;BL_CONST;956709.2735760215;313357.4717392026;809352.7949891799;643351.8018368189;Source données test
2024-08;ENT_DE_001;PRJ_008;BL_DEV;226478.34405248624;61609.027945961134;1926967.9209465643;164869.3161065251;Source données test
2023-12;ENT_IT_001;PRJ_002;BL_DEV;617756.9528825452;255483.63115947336;447755.6013690072;362273.3217230718;Source données test
2024-10;ENT_ES_001;PRJ_003;BL_DEV;3925731.7717353553;1110041.858160694;135164.31510084207;2815689.913574661;Anomalie: valeur_manquante
2024-11;ENT_FR_001;PRJ_007;BL_EXP;936257.3168949924;88192.13512211044;1569738.1606734155;848065.1817728818;Source données test
2023-06;ENT_IT_001;PRJ_001;BL_SUP;3202629.167465974;478393.9924120873;480638.1663541084;2724235.175053887;Source données test
2024-07;ENT_IT_001;PRJ_006;BL_EXP;3649155.60141564;1744679.0706017455;821500.8895886956;1904476.5308138945;Source données test
2023-03;ENT_ES_001;PRJ_006;BL_CONST;966747.0112048866;255170.40277643668;1928368.105455055;711576.60842845;Source données test
2024-08;ENT_MA_001;PRJ_010;BL_EXP;771837.5580720954;271137.97223034286;446099.7065941303;500699.5858417525;Source données test
2024-05;ENT_MA_001;PRJ_005;BL_DEV;4027531.848226649;2320856.4652743987;985951.0069741976;1706675.3829522503;Source données test
2023-10;ENT_MA_001;PRJ_004;BL_SUP;580604.6458427985;195672.98661676;317096.3560940888;384931.65922603855;Source données test
2023-08;ENT_FR_001;PRJ_008;BL_DEV;4719872.592924982;2300251.9557867385;171305.38168734184;2419620.637138244;Source données test
2024-05;ENT_DE_001;PRJ_008;BL_DEV;4143147.760050648;1256866.1584270005;784970.8414996647;2886281.601623648;Source données test
2024-04;ENT_FR_001;PRJ_007;BL_SUP;4424051.258234889;325271.3496646318;1976785.03658026;4098779.9085702575;Source données test
2023-07;ENT_MA_001;PRJ_008;BL_DEV;3756415.561661009;1502415.0251119856;1608218.5050926232;2254000.536549024;Source données test
2024-06;ENT_IT_001;PRJ_003;BL_EXP;2119441.5582875805;721446.6483097491;1664458.223681583;1397994.9099778314;Source données test
2023-09;ENT_IT_001;PRJ_001;BL_EXP;3934176.130363296;576431.1994722668;1952461.882205609;3357744.930891029;Source données test
2023-03;ENT_FR_001;PRJ_004;BL_CONST;1377495.1696075911;103775.76811568502;1920456.5057903396;1273719.401491906;Source données test
2024-05;ENT_DE_001;PRJ_005;BL_SUP;1534827.9798347272;903453.0120767476;1211725.5474799178;631374.9677579795;Source données test
2024-03;ENT_IT_001;PRJ_002;BL_EXP;314304.56681185047;65356.07102234654;1205092.519855044;248948.4957895039;Source données test
2023-07;ENT_ES_001;PRJ_010;BL_DEV;902050.6271799773;184494.60702001012;1858068.7150401825;717556.0201599671;Source données test
2024-05;ENT_MA_001;PRJ_005;BL_CONST;4225792.909161301;1860645.908905715;1557365.944069455;2365147.0002555866;Source données test
2023-10;ENT_ES_001;PRJ_009;BL_CONST;2743825.480427975;1212018.6483151144;233728.5549999994;1531806.8321128604;Source données test
2024-07;ENT_ES_001;PRJ_002;BL_EXP;2493131.237318204;267859.38112391665;697919.599346422;2225271.856194287;Source données test
2023-05;ENT_MA_001;PRJ_001;BL_SUP;3098508.476152922;241639.79082052087;320107.3557435937;2856868.685332401;Source données test
